DestinationID,Name,State,Type,Popularity,BestTimeToVisit,HotelName,HotelPricePerNight
534,Kerala Backwaters,Kerala,Nature,8.181851282648088,Sep-Mar,Kerala Nature Retreat,3496
535,Leh Ladakh,Jammu and Kashmir,Adventure,9.177624039641806,Apr-Jun,Himalayan View Resort,6097
536,Taj Mahal,Uttar Pradesh,Historical,9.05646084632939,Nov-Feb,Agra Palace Hotel,2682
537,Goa Beaches,Goa,Beach,9.187047298341549,Nov-Mar,Goa Beach Resort,5723
538,Jaipur City,Rajasthan,City,8.61290957770994,Oct-Mar,Pink City Heritage Hotel,4467
539,Kerala Backwaters,Kerala,Nature,8.945958184370141,Sep-Mar,Coconut Grove Hotel,4435
540,Leh Ladakh,Jammu and Kashmir,Adventure,8.310861660543809,Apr-Jun,Kashmir Valley Hotel,6384
541,Taj Mahal,Uttar Pradesh,Historical,8.299700198889736,Nov-Feb,Agra Palace Hotel,2621
542,Goa Beaches,Goa,Beach,8.682101749793983,Nov-Mar,Palm Paradise Resort,2630
543,Jaipur City,Rajasthan,City,8.997155930746766,Oct-Mar,Jaipur Grand Hotel,2994
544,Kerala Backwaters,Kerala,Nature,8.517940732286046,Sep-Mar,Kerala Backwater Resort,5183
545,Leh Ladakh,Jammu and Kashmir,Adventure,7.661289356429886,Apr-Jun,Snow Peak Resort,5533
546,Taj Mahal,Uttar Pradesh,Historical,8.99406731089834,Nov-Feb,Agra Palace Hotel,1682
547,Goa Beaches,Goa,Beach,8.645510418904573,Nov-Mar,Goa Beach Resort,5530
548,Jaipur City,Rajasthan,City,8.086168021757981,Oct-Mar,Pink City Heritage Hotel,2163
549,Kerala Backwaters,Kerala,Nature,9.251772000884309,Sep-Mar,Kerala Backwater Resort,2238
550,Leh Ladakh,Jammu and Kashmir,Adventure,8.747376070548807,Apr-Jun,Snow Peak Resort,6098
551,Taj Mahal,Uttar Pradesh,Historical,8.374491709395679,Nov-Feb,Taj Heritage Hotel,2872
552,Goa Beaches,Goa,Beach,8.564998979974378,Nov-Mar,Goa Beach Resort,5529
553,Jaipur City,Rajasthan,City,9.40131781831434,Oct-Mar,Royal Rajasthan Palace,2720
554,Kerala Backwaters,Kerala,Nature,9.025943210875612,Sep-Mar,Kerala Backwater Resort,4969
555,Leh Ladakh,Jammu and Kashmir,Adventure,9.04217651721199,Apr-Jun,Himalayan View Resort,5732
556,Taj Mahal,Uttar Pradesh,Historical,7.703776810764232,Nov-Feb,Agra Palace Hotel,1515
557,Goa Beaches,Goa,Beach,8.672185130404245,Nov-Mar,Goa Beach Resort,2992
558,Jaipur City,Rajasthan,City,9.113897123897514,Oct-Mar,Royal Rajasthan Palace,3249
559,Kerala Backwaters,Kerala,Nature,8.65327152196819,Sep-Mar,Kerala Nature Retreat,3331
560,Leh Ladakh,Jammu and Kashmir,Adventure,9.252519204291165,Apr-Jun,Himalayan View Resort,5441
561,Taj Mahal,Uttar Pradesh,Historical,9.456850743680612,Nov-Feb,Mughal View Resort,1810
562,Goa Beaches,Goa,Beach,9.310527198750878,Nov-Mar,Palm Paradise Resort,3238
563,Jaipur City,Rajasthan,City,7.952541968997334,Oct-Mar,Royal Rajasthan Palace,2345
564,Kerala Backwaters,Kerala,Nature,8.870130228380821,Sep-Mar,Kerala Nature Retreat,4661
565,Leh Ladakh,Jammu and Kashmir,Adventure,8.47880343825541,Apr-Jun,Snow Peak Resort,2750
566,Taj Mahal,Uttar Pradesh,Historical,7.567818752588276,Nov-Feb,Agra Palace Hotel,2258
567,Goa Beaches,Goa,Beach,9.187761000514808,Nov-Mar,Goa Beach Resort,4304
568,Jaipur City,Rajasthan,City,8.248703528475824,Oct-Mar,Royal Rajasthan Palace,3097
569,Kerala Backwaters,Kerala,Nature,9.000157281763427,Sep-Mar,Kerala Nature Retreat,3831
570,Leh Ladakh,Jammu and Kashmir,Adventure,7.748348707167752,Apr-Jun,Himalayan View Resort,6310
571,Taj Mahal,Uttar Pradesh,Historical,9.193226492177772,Nov-Feb,Mughal View Resort,3414
572,Goa Beaches,Goa,Beach,8.29243960608129,Nov-Mar,Goa Beach Resort,5610
573,Jaipur City,Rajasthan,City,9.155604744108183,Oct-Mar,Jaipur Grand Hotel,2613
574,Kerala Backwaters,Kerala,Nature,7.553270853318885,Sep-Mar,Kerala Backwater Resort,2228
575,Leh Ladakh,Jammu and Kashmir,Adventure,8.419067682490505,Apr-Jun,Kashmir Valley Hotel,3457
576,Taj Mahal,Uttar Pradesh,Historical,8.450301921040447,Nov-Feb,Taj Heritage Hotel,3532
577,Goa Beaches,Goa,Beach,8.207209291443316,Nov-Mar,Goa Beach Resort,2976
578,Jaipur City,Rajasthan,City,8.205781816540815,Oct-Mar,Pink City Heritage Hotel,2117
579,Kerala Backwaters,Kerala,Nature,8.598752880266343,Sep-Mar,Kerala Backwater Resort,2444
580,Leh Ladakh,Jammu and Kashmir,Adventure,8.998305590476127,Apr-Jun,Kashmir Valley Hotel,3247
581,Taj Mahal,Uttar Pradesh,Historical,9.01567151822585,Nov-Feb,Taj Heritage Hotel,2196
582,Goa Beaches,Goa,Beach,7.779308047020037,Nov-Mar,Ocean View Goa Hotel,2771
583,Jaipur City,Rajasthan,City,8.45671070203574,Oct-Mar,Jaipur Grand Hotel,3571
584,Kerala Backwaters,Kerala,Nature,7.877125609308293,Sep-Mar,Kerala Backwater Resort,3462
585,Leh Ladakh,Jammu and Kashmir,Adventure,8.937350084907646,Apr-Jun,Himalayan View Resort,4924
586,Taj Mahal,Uttar Pradesh,Historical,7.569722658093775,Nov-Feb,Taj Heritage Hotel,1765
587,Goa Beaches,Goa,Beach,7.768523623167793,Nov-Mar,Ocean View Goa Hotel,5473
588,Jaipur City,Rajasthan,City,9.180141735009256,Oct-Mar,Royal Rajasthan Palace,2720
589,Kerala Backwaters,Kerala,Nature,9.427997305985516,Sep-Mar,Kerala Nature Retreat,2539
590,Leh Ladakh,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun,Kashmir Valley Hotel,2888
591,Taj Mahal,Uttar Pradesh,Historical,8.148297385049217,Nov-Feb,Mughal View Resort,3550
592,Goa Beaches,Goa,Beach,9.168100701200414,Nov-Mar,Ocean View Goa Hotel,6000
593,Jaipur City,Rajasthan,City,9.468508271221934,Oct-Mar,Pink City Heritage Hotel,2965
594,Kerala Backwaters,Kerala,Nature,8.618563706489919,Sep-Mar,Kerala Nature Retreat,2575
595,Leh Ladakh,Jammu and Kashmir,Adventure,9.446618127599066,Apr-Jun,Himalayan View Resort,6241
596,Taj Mahal,Uttar Pradesh,Historical,7.865548979182885,Nov-Feb,Taj Heritage Hotel,3533
597,Goa Beaches,Goa,Beach,7.735247906037738,Nov-Mar,Ocean View Goa Hotel,4871
598,Jaipur City,Rajasthan,City,7.754720778868718,Oct-Mar,Royal Rajasthan Palace,1945
599,Kerala Backwaters,Kerala,Nature,9.463041121922352,Sep-Mar,Kerala Nature Retreat,4181
600,Leh Ladakh,Jammu and Kashmir,Adventure,9.390934664335951,Apr-Jun,Himalayan View Resort,2792
601,Taj Mahal,Uttar Pradesh,Historical,7.679434820985951,Nov-Feb,Taj Heritage Hotel,1931
602,Goa Beaches,Goa,Beach,8.330784565286411,Nov-Mar,Ocean View Goa Hotel,3204
603,Jaipur City,Rajasthan,City,8.51701771288866,Oct-Mar,Royal Rajasthan Palace,3798
604,Kerala Backwaters,Kerala,Nature,9.298998286534964,Sep-Mar,Kerala Nature Retreat,4832
605,Leh Ladakh,Jammu and Kashmir,Adventure,9.015692413525752,Apr-Jun,Himalayan View Resort,2898
606,Taj Mahal,Uttar Pradesh,Historical,7.645870324298047,Nov-Feb,Taj Heritage Hotel,2463
607,Goa Beaches,Goa,Beach,7.6520123514027665,Nov-Mar,Palm Paradise Resort,5711
608,Jaipur City,Rajasthan,City,8.443802951781302,Oct-Mar,Pink City Heritage Hotel,4034
609,Kerala Backwaters,Kerala,Nature,8.29568641738167,Sep-Mar,Kerala Nature Retreat,4241
610,Leh Ladakh,Jammu and Kashmir,Adventure,7.940660734256079,Apr-Jun,Kashmir Valley Hotel,4328
611,Taj Mahal,Uttar Pradesh,Historical,9.342123928378385,Nov-Feb,Mughal View Resort,3608
612,Goa Beaches,Goa,Beach,7.582948969365619,Nov-Mar,Palm Paradise Resort,3438
613,Jaipur City,Rajasthan,City,7.893422691754661,Oct-Mar,Royal Rajasthan Palace,2509
614,Kerala Backwaters,Kerala,Nature,9.003574785226348,Sep-Mar,Kerala Nature Retreat,3006
615,Leh Ladakh,Jammu and Kashmir,Adventure,8.810690633638737,Apr-Jun,Snow Peak Resort,3963
616,Taj Mahal,Uttar Pradesh,Historical,9.200376502061246,Nov-Feb,Taj Heritage Hotel,2825
617,Goa Beaches,Goa,Beach,9.097017238917031,Nov-Mar,Ocean View Goa Hotel,5915
618,Jaipur City,Rajasthan,City,8.39215366577806,Oct-Mar,Jaipur Grand Hotel,1810
619,Kerala Backwaters,Kerala,Nature,9.4345443222489,Sep-Mar,Coconut Grove Hotel,3285
620,Leh Ladakh,Jammu and Kashmir,Adventure,8.896288153040157,Apr-Jun,Snow Peak Resort,4368
621,Taj Mahal,Uttar Pradesh,Historical,7.820265199039039,Nov-Feb,Taj Heritage Hotel,3773
622,Goa Beaches,Goa,Beach,8.642272298087951,Nov-Mar,Palm Paradise Resort,5724
623,Jaipur City,Rajasthan,City,7.809114532022525,Oct-Mar,Pink City Heritage Hotel,4411
624,Kerala Backwaters,Kerala,Nature,8.331131728498399,Sep-Mar,Kerala Backwater Resort,2971
625,Leh Ladakh,Jammu and Kashmir,Adventure,8.352057126187718,Apr-Jun,Himalayan View Resort,4094
626,Taj Mahal,Uttar Pradesh,Historical,7.64985755753062,Nov-Feb,Agra Palace Hotel,3107
627,Goa Beaches,Goa,Beach,7.949828337049644,Nov-Mar,Ocean View Goa Hotel,3833
628,Jaipur City,Rajasthan,City,9.28390783788805,Oct-Mar,Pink City Heritage Hotel,2684
629,Kerala Backwaters,Kerala,Nature,7.674024425319291,Sep-Mar,Kerala Backwater Resort,3589
630,Leh Ladakh,Jammu and Kashmir,Adventure,9.26454156504302,Apr-Jun,Kashmir Valley Hotel,5901
631,Taj Mahal,Uttar Pradesh,Historical,8.69173765365114,Nov-Feb,Taj Heritage Hotel,1725
632,Goa Beaches,Goa,Beach,7.876158566558553,Nov-Mar,Palm Paradise Resort,3324
633,Jaipur City,Rajasthan,City,8.038341365095178,Oct-Mar,Jaipur Grand Hotel,4065
634,Kerala Backwaters,Kerala,Nature,8.33060225072883,Sep-Mar,Coconut Grove Hotel,3136
635,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun,Kashmir Valley Hotel,5300
636,Taj Mahal,Uttar Pradesh,Historical,8.591103123657849,Nov-Feb,Taj Heritage Hotel,3806
637,Goa Beaches,Goa,Beach,9.155871192324602,Nov-Mar,Goa Beach Resort,4411
638,Jaipur City,Rajasthan,City,9.315119560288965,Oct-Mar,Royal Rajasthan Palace,3596
639,Kerala Backwaters,Kerala,Nature,9.081925622089122,Sep-Mar,Coconut Grove Hotel,2253
640,Leh Ladakh,Jammu and Kashmir,Adventure,8.009714714967838,Apr-Jun,Snow Peak Resort,5618
641,Taj Mahal,Uttar Pradesh,Historical,8.559749376912812,Nov-Feb,Taj Heritage Hotel,2226
642,Goa Beaches,Goa,Beach,9.304705550324336,Nov-Mar,Goa Beach Resort,5236
643,Jaipur City,Rajasthan,City,9.300321813290449,Oct-Mar,Pink City Heritage Hotel,3344
644,Kerala Backwaters,Kerala,Nature,9.189377296102892,Sep-Mar,Kerala Backwater Resort,5370
645,Leh Ladakh,Jammu and Kashmir,Adventure,9.16102966115886,Apr-Jun,Snow Peak Resort,3543
646,Taj Mahal,Uttar Pradesh,Historical,8.90349451280123,Nov-Feb,Mughal View Resort,3413
647,Goa Beaches,Goa,Beach,9.00875189802598,Nov-Mar,Goa Beach Resort,4276
648,Jaipur City,Rajasthan,City,8.771306422116705,Oct-Mar,Royal Rajasthan Palace,3396
649,Kerala Backwaters,Kerala,Nature,8.167683021047935,Sep-Mar,Coconut Grove Hotel,4114
650,Leh Ladakh,Jammu and Kashmir,Adventure,8.204607883952981,Apr-Jun,Snow Peak Resort,6061
651,Taj Mahal,Uttar Pradesh,Historical,9.464391796425565,Nov-Feb,Mughal View Resort,3966
652,Goa Beaches,Goa,Beach,7.956162812949001,Nov-Mar,Goa Beach Resort,5237
653,Jaipur City,Rajasthan,City,9.496920384788352,Oct-Mar,Pink City Heritage Hotel,2649
654,Kerala Backwaters,Kerala,Nature,8.441880661939361,Sep-Mar,Kerala Nature Retreat,4309
655,Leh Ladakh,Jammu and Kashmir,Adventure,8.769705210150947,Apr-Jun,Snow Peak Resort,5716
656,Taj Mahal,Uttar Pradesh,Historical,9.032216296013203,Nov-Feb,Agra Palace Hotel,3763
657,Goa Beaches,Goa,Beach,9.350623282972432,Nov-Mar,Palm Paradise Resort,2502
658,Jaipur City,Rajasthan,City,9.008048228406723,Oct-Mar,Jaipur Grand Hotel,1959
659,Kerala Backwaters,Kerala,Nature,7.991928056209089,Sep-Mar,Kerala Nature Retreat,2980
660,Leh Ladakh,Jammu and Kashmir,Adventure,7.923387964302513,Apr-Jun,Kashmir Valley Hotel,5691
661,Taj Mahal,Uttar Pradesh,Historical,9.349513600175449,Nov-Feb,Mughal View Resort,2392
662,Goa Beaches,Goa,Beach,7.848867269009221,Nov-Mar,Goa Beach Resort,4530
663,Jaipur City,Rajasthan,City,8.822604311521562,Oct-Mar,Royal Rajasthan Palace,4176
664,Kerala Backwaters,Kerala,Nature,7.975932402561909,Sep-Mar,Coconut Grove Hotel,2779
665,Leh Ladakh,Jammu and Kashmir,Adventure,8.175473128767925,Apr-Jun,Kashmir Valley Hotel,4433
666,Taj Mahal,Uttar Pradesh,Historical,8.535347955383795,Nov-Feb,Agra Palace Hotel,2880
667,Goa Beaches,Goa,Beach,7.97016084501826,Nov-Mar,Goa Beach Resort,3790
668,Jaipur City,Rajasthan,City,7.593849734423116,Oct-Mar,Jaipur Grand Hotel,3440
669,Kerala Backwaters,Kerala,Nature,7.840622429583862,Sep-Mar,Kerala Backwater Resort,3151
670,Leh Ladakh,Jammu and Kashmir,Adventure,7.809939225539317,Apr-Jun,Snow Peak Resort,5894
671,Taj Mahal,Uttar Pradesh,Historical,9.406991630850325,Nov-Feb,Taj Heritage Hotel,2487
672,Goa Beaches,Goa,Beach,7.687336809771084,Nov-Mar,Ocean View Goa Hotel,3718
673,Jaipur City,Rajasthan,City,7.818407810021514,Oct-Mar,Royal Rajasthan Palace,2720
674,Kerala Backwaters,Kerala,Nature,8.000500722385876,Sep-Mar,Coconut Grove Hotel,4985
675,Leh Ladakh,Jammu and Kashmir,Adventure,8.944718004457487,Apr-Jun,Himalayan View Resort,3855
676,Taj Mahal,Uttar Pradesh,Historical,9.263552559071387,Nov-Feb,Mughal View Resort,1669
677,Goa Beaches,Goa,Beach,8.565346616052354,Nov-Mar,Goa Beach Resort,3020
678,Jaipur City,Rajasthan,City,8.104480470792156,Oct-Mar,Royal Rajasthan Palace,3286
679,Kerala Backwaters,Kerala,Nature,7.841584036663998,Sep-Mar,Kerala Backwater Resort,2239
680,Leh Ladakh,Jammu and Kashmir,Adventure,9.159638354049664,Apr-Jun,Kashmir Valley Hotel,4060
681,Taj Mahal,Uttar Pradesh,Historical,8.748130652752925,Nov-Feb,Taj Heritage Hotel,2918
682,Goa Beaches,Goa,Beach,8.57790096253945,Nov-Mar,Palm Paradise Resort,3454
683,Jaipur City,Rajasthan,City,8.419040819940108,Oct-Mar,Pink City Heritage Hotel,2783
684,Kerala Backwaters,Kerala,Nature,9.465996074743892,Sep-Mar,Kerala Backwater Resort,5395
685,Leh Ladakh,Jammu and Kashmir,Adventure,7.598827165312162,Apr-Jun,Himalayan View Resort,3474
686,Taj Mahal,Uttar Pradesh,Historical,8.260858751837267,Nov-Feb,Taj Heritage Hotel,1537
687,Goa Beaches,Goa,Beach,8.036441481700162,Nov-Mar,Ocean View Goa Hotel,4875
688,Jaipur City,Rajasthan,City,8.056619012437265,Oct-Mar,Royal Rajasthan Palace,3074
689,Kerala Backwaters,Kerala,Nature,8.133852314473286,Sep-Mar,Coconut Grove Hotel,3399
690,Leh Ladakh,Jammu and Kashmir,Adventure,8.195260134545546,Apr-Jun,Himalayan View Resort,4125
691,Taj Mahal,Uttar Pradesh,Historical,8.887068416502617,Nov-Feb,Mughal View Resort,2413
692,Goa Beaches,Goa,Beach,8.822980009436904,Nov-Mar,Goa Beach Resort,2953
693,Jaipur City,Rajasthan,City,8.397475308756675,Oct-Mar,Jaipur Grand Hotel,1836
694,Kerala Backwaters,Kerala,Nature,9.22776324553234,Sep-Mar,Kerala Nature Retreat,3911
695,Leh Ladakh,Jammu and Kashmir,Adventure,9.288646088702306,Apr-Jun,Himalayan View Resort,5520
696,Taj Mahal,Uttar Pradesh,Historical,8.627961321716496,Nov-Feb,Agra Palace Hotel,2295
697,Goa Beaches,Goa,Beach,8.419227436314172,Nov-Mar,Ocean View Goa Hotel,3472
698,Jaipur City,Rajasthan,City,8.305889899010864,Oct-Mar,Royal Rajasthan Palace,2392
699,Kerala Backwaters,Kerala,Nature,7.6569626144692755,Sep-Mar,Kerala Backwater Resort,3337
700,Leh Ladakh,Jammu and Kashmir,Adventure,8.87865289903948,Apr-Jun,Kashmir Valley Hotel,5611
701,Taj Mahal,Uttar Pradesh,Historical,8.814028636189173,Nov-Feb,Mughal View Resort,2824
702,Goa Beaches,Goa,Beach,9.111768717459087,Nov-Mar,Ocean View Goa Hotel,4771
703,Jaipur City,Rajasthan,City,8.56369804176352,Oct-Mar,Royal Rajasthan Palace,2117
704,Kerala Backwaters,Kerala,Nature,7.917510991611324,Sep-Mar,Kerala Backwater Resort,4596
705,Leh Ladakh,Jammu and Kashmir,Adventure,8.371945150547274,Apr-Jun,Kashmir Valley Hotel,4662
706,Taj Mahal,Uttar Pradesh,Historical,9.023746389658204,Nov-Feb,Agra Palace Hotel,2846
707,Goa Beaches,Goa,Beach,8.629118750166763,Nov-Mar,Ocean View Goa Hotel,4091
708,Jaipur City,Rajasthan,City,8.844219597824981,Oct-Mar,Jaipur Grand Hotel,3689
709,Kerala Backwaters,Kerala,Nature,9.155527396194914,Sep-Mar,Kerala Backwater Resort,4287
710,Leh Ladakh,Jammu and Kashmir,Adventure,9.03152474709979,Apr-Jun,Snow Peak Resort,6430
711,Taj Mahal,Uttar Pradesh,Historical,8.636551596129936,Nov-Feb,Agra Palace Hotel,3496
712,Goa Beaches,Goa,Beach,8.810464389396717,Nov-Mar,Palm Paradise Resort,4272
713,Jaipur City,Rajasthan,City,8.24455368678293,Oct-Mar,Royal Rajasthan Palace,3112
714,Kerala Backwaters,Kerala,Nature,8.655670235424626,Sep-Mar,Coconut Grove Hotel,3485
715,Leh Ladakh,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun,Kashmir Valley Hotel,2715
716,Taj Mahal,Uttar Pradesh,Historical,8.878654587888997,Nov-Feb,Agra Palace Hotel,3883
717,Goa Beaches,Goa,Beach,8.367306496099209,Nov-Mar,Palm Paradise Resort,5739
718,Jaipur City,Rajasthan,City,9.203460228257162,Oct-Mar,Royal Rajasthan Palace,3939
719,Kerala Backwaters,Kerala,Nature,8.603678777019319,Sep-Mar,Kerala Backwater Resort,4600
720,Leh Ladakh,Jammu and Kashmir,Adventure,8.034817273030939,Apr-Jun,Snow Peak Resort,5118
721,Taj Mahal,Uttar Pradesh,Historical,8.931632119904084,Nov-Feb,Agra Palace Hotel,3204
722,Goa Beaches,Goa,Beach,9.389779698220083,Nov-Mar,Ocean View Goa Hotel,5328
723,Jaipur City,Rajasthan,City,8.279131951554369,Oct-Mar,Royal Rajasthan Palace,2162
724,Kerala Backwaters,Kerala,Nature,7.925686613406978,Sep-Mar,Kerala Backwater Resort,4804
725,Leh Ladakh,Jammu and Kashmir,Adventure,9.339552233237942,Apr-Jun,Himalayan View Resort,5916
726,Taj Mahal,Uttar Pradesh,Historical,8.182156495747552,Nov-Feb,Taj Heritage Hotel,3216
727,Goa Beaches,Goa,Beach,7.714387334549871,Nov-Mar,Goa Beach Resort,3693
728,Jaipur City,Rajasthan,City,9.09930562784097,Oct-Mar,Royal Rajasthan Palace,2155
729,Kerala Backwaters,Kerala,Nature,8.569879157443847,Sep-Mar,Kerala Backwater Resort,2390
730,Leh Ladakh,Jammu and Kashmir,Adventure,7.896272170257733,Apr-Jun,Kashmir Valley Hotel,6238
731,Taj Mahal,Uttar Pradesh,Historical,9.20644321253904,Nov-Feb,Mughal View Resort,3969
732,Goa Beaches,Goa,Beach,8.465381843255685,Nov-Mar,Goa Beach Resort,3199
733,Jaipur City,Rajasthan,City,8.703584273601871,Oct-Mar,Pink City Heritage Hotel,3854
734,Kerala Backwaters,Kerala,Nature,8.248600725902943,Sep-Mar,Coconut Grove Hotel,4380
735,Leh Ladakh,Jammu and Kashmir,Adventure,8.514869186476712,Apr-Jun,Snow Peak Resort,6318
736,Taj Mahal,Uttar Pradesh,Historical,9.088805186403164,Nov-Feb,Taj Heritage Hotel,2056
737,Goa Beaches,Goa,Beach,9.413701353656403,Nov-Mar,Ocean View Goa Hotel,3325
738,Jaipur City,Rajasthan,City,8.053822692109417,Oct-Mar,Royal Rajasthan Palace,2854
739,Kerala Backwaters,Kerala,Nature,8.372037385587443,Sep-Mar,Coconut Grove Hotel,4782
740,Leh Ladakh,Jammu and Kashmir,Adventure,9.263891738676694,Apr-Jun,Kashmir Valley Hotel,2925
741,Taj Mahal,Uttar Pradesh,Historical,7.72777553164018,Nov-Feb,Agra Palace Hotel,3910
742,Goa Beaches,Goa,Beach,8.532765536915521,Nov-Mar,Palm Paradise Resort,4074
743,Jaipur City,Rajasthan,City,7.727596682180292,Oct-Mar,Jaipur Grand Hotel,3929
744,Kerala Backwaters,Kerala,Nature,8.203211682328114,Sep-Mar,Kerala Backwater Resort,4603
745,Leh Ladakh,Jammu and Kashmir,Adventure,7.933373924579141,Apr-Jun,Himalayan View Resort,5829
746,Taj Mahal,Uttar Pradesh,Historical,9.059361289382425,Nov-Feb,Mughal View Resort,2088
747,Goa Beaches,Goa,Beach,8.350906820188296,Nov-Mar,Goa Beach Resort,4512
748,Jaipur City,Rajasthan,City,8.719936425969232,Oct-Mar,Pink City Heritage Hotel,3347
749,Kerala Backwaters,Kerala,Nature,8.931736559795393,Sep-Mar,Kerala Backwater Resort,2494
750,Leh Ladakh,Jammu and Kashmir,Adventure,8.956458952804828,Apr-Jun,Kashmir Valley Hotel,4485
751,Taj Mahal,Uttar Pradesh,Historical,7.790538404306647,Nov-Feb,Mughal View Resort,2747
752,Goa Beaches,Goa,Beach,8.539108136038704,Nov-Mar,Goa Beach Resort,4048
753,Jaipur City,Rajasthan,City,8.594748337394,Oct-Mar,Jaipur Grand Hotel,3490
754,Kerala Backwaters,Kerala,Nature,8.084015245138538,Sep-Mar,Kerala Backwater Resort,3336
755,Leh Ladakh,Jammu and Kashmir,Adventure,7.734281734271488,Apr-Jun,Kashmir Valley Hotel,3756
756,Taj Mahal,Uttar Pradesh,Historical,8.54760827518156,Nov-Feb,Mughal View Resort,3564
757,Goa Beaches,Goa,Beach,7.644463430707246,Nov-Mar,Goa Beach Resort,2859
758,Jaipur City,Rajasthan,City,9.12139535266794,Oct-Mar,Pink City Heritage Hotel,2499
759,Kerala Backwaters,Kerala,Nature,8.72751759235414,Sep-Mar,Kerala Nature Retreat,2647
760,Leh Ladakh,Jammu and Kashmir,Adventure,8.352180026398809,Apr-Jun,Snow Peak Resort,5403
761,Taj Mahal,Uttar Pradesh,Historical,9.36014231646272,Nov-Feb,Taj Heritage Hotel,3912
762,Goa Beaches,Goa,Beach,8.147811499679674,Nov-Mar,Goa Beach Resort,3174
763,Jaipur City,Rajasthan,City,8.90257550420428,Oct-Mar,Royal Rajasthan Palace,2807
764,Kerala Backwaters,Kerala,Nature,8.506724060467622,Sep-Mar,Coconut Grove Hotel,3549
765,Leh Ladakh,Jammu and Kashmir,Adventure,8.62458625744304,Apr-Jun,Himalayan View Resort,5014
766,Taj Mahal,Uttar Pradesh,Historical,8.145328815121932,Nov-Feb,Mughal View Resort,3961
767,Goa Beaches,Goa,Beach,8.24362221802096,Nov-Mar,Ocean View Goa Hotel,3085
768,Jaipur City,Rajasthan,City,7.596634440314337,Oct-Mar,Royal Rajasthan Palace,3056
769,Kerala Backwaters,Kerala,Nature,7.57663598347406,Sep-Mar,Kerala Backwater Resort,3447
770,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,Snow Peak Resort,3493
771,Taj Mahal,Uttar Pradesh,Historical,8.129988976860952,Nov-Feb,Agra Palace Hotel,2935
772,Goa Beaches,Goa,Beach,9.13732713238196,Nov-Mar,Goa Beach Resort,3071
773,Jaipur City,Rajasthan,City,8.784997932243503,Oct-Mar,Royal Rajasthan Palace,4182
774,Kerala Backwaters,Kerala,Nature,8.038663649202402,Sep-Mar,Kerala Nature Retreat,3445
775,Leh Ladakh,Jammu and Kashmir,Adventure,8.079156318407351,Apr-Jun,Himalayan View Resort,4584
776,Taj Mahal,Uttar Pradesh,Historical,8.459363313306993,Nov-Feb,Agra Palace Hotel,2488
777,Goa Beaches,Goa,Beach,9.046231352406494,Nov-Mar,Ocean View Goa Hotel,2777
778,Jaipur City,Rajasthan,City,9.200907306361843,Oct-Mar,Royal Rajasthan Palace,3019
779,Kerala Backwaters,Kerala,Nature,8.861507015552508,Sep-Mar,Kerala Nature Retreat,5163
780,Leh Ladakh,Jammu and Kashmir,Adventure,9.291685937704914,Apr-Jun,Himalayan View Resort,4387
781,Taj Mahal,Uttar Pradesh,Historical,8.531079521858732,Nov-Feb,Taj Heritage Hotel,1983
782,Goa Beaches,Goa,Beach,8.99783225118662,Nov-Mar,Goa Beach Resort,3765
783,Jaipur City,Rajasthan,City,8.528348193854123,Oct-Mar,Pink City Heritage Hotel,2530
784,Kerala Backwaters,Kerala,Nature,8.317882740052342,Sep-Mar,Coconut Grove Hotel,4439
785,Leh Ladakh,Jammu and Kashmir,Adventure,9.366933345133754,Apr-Jun,Snow Peak Resort,3540
786,Taj Mahal,Uttar Pradesh,Historical,8.389205905418272,Nov-Feb,Taj Heritage Hotel,2417
787,Goa Beaches,Goa,Beach,9.44212563021952,Nov-Mar,Goa Beach Resort,4948
788,Jaipur City,Rajasthan,City,8.223627062910356,Oct-Mar,Pink City Heritage Hotel,2685
789,Kerala Backwaters,Kerala,Nature,8.174235795355958,Sep-Mar,Kerala Backwater Resort,4952
790,Leh Ladakh,Jammu and Kashmir,Adventure,9.157720701508042,Apr-Jun,Kashmir Valley Hotel,2521
791,Taj Mahal,Uttar Pradesh,Historical,9.42168809807716,Nov-Feb,Taj Heritage Hotel,1973
792,Goa Beaches,Goa,Beach,7.50562874119151,Nov-Mar,Ocean View Goa Hotel,5691
793,Jaipur City,Rajasthan,City,7.781580260307882,Oct-Mar,Royal Rajasthan Palace,4057
794,Kerala Backwaters,Kerala,Nature,8.531159787998941,Sep-Mar,Kerala Backwater Resort,4553
795,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514727765914,Apr-Jun,Kashmir Valley Hotel,5841
796,Taj Mahal,Uttar Pradesh,Historical,9.243698788707544,Nov-Feb,Taj Heritage Hotel,2203
797,Goa Beaches,Goa,Beach,9.120638441373126,Nov-Mar,Goa Beach Resort,3186
798,Jaipur City,Rajasthan,City,7.608875043089363,Oct-Mar,Pink City Heritage Hotel,2084
799,Kerala Backwaters,Kerala,Nature,9.078902378388406,Sep-Mar,Kerala Nature Retreat,2915
800,Leh Ladakh,Jammu and Kashmir,Adventure,7.972030910129,Apr-Jun,Snow Peak Resort,6247
